ID;LABEL;MODULARITY
https://www.uzes-pontdugard.com;https://www.uzes-pontdugard.com;1
https://www.tintin.com;https://www.tintin.com;1
https://www.casterman.com;https://www.casterman.com;1
https://www.cap-sudouest.com;https://www.cap-sudouest.com;1
https://capsudouestconciergerie.fr;https://capsudouestconciergerie.fr;1
https://www.taffy-ecologiques.com;https://www.taffy-ecologiques.com;1
https://www.everykid.com;https://www.everykid.com;1
https://spectacle.noplp.fr;https://spectacle.noplp.fr;1
http://lagrandesoireedelafraternite.org;http://lagrandesoireedelafraternite.org;1
https://www.soap-passion.com;https://www.soap-passion.com;1
https://www.scenedecrime.tv;https://www.scenedecrime.tv;1
https://gigantosaurus-tvseries.com;https://gigantosaurus-tvseries.com;1
https://store.playstation.com;https://store.playstation.com;1
https://www.tv5mondeplus.com;https://www.tv5mondeplus.com;1
http://www.lesecransterribles.com;http://www.lesecransterribles.com;1
https://www.unifrance.org;https://www.unifrance.org;1
https://www.harlequin.fr;https://www.harlequin.fr;1
http://cicad.ch;http://cicad.ch;1
https://littlekmbo.com;https://littlekmbo.com;1
https://helium-editions.fr;https://helium-editions.fr;1
https://www.monpetitforfait.com;https://www.monpetitforfait.com;1
https://magnum-pi.hypnoweb.net;https://magnum-pi.hypnoweb.net;1
https://www.grands-reportages.com;https://www.grands-reportages.com;1
https://www.enfants-du-soleil.com;https://www.enfants-du-soleil.com;1
https://www.fondation-enfance.org;https://www.fondation-enfance.org;1
https://www.enfants-du-soleil.org;https://www.enfants-du-soleil.org;1
https://www.odilejacob.fr;https://www.odilejacob.fr;1
https://www.la-croix.com;https://www.la-croix.com;1
https://www.imagincinemas.com;https://www.imagincinemas.com;1
https://www.lisez.com;https://www.lisez.com;1
https://www.critictoo.com;https://www.critictoo.com;1
https://www.earthtv.com;https://www.earthtv.com;1
https://www.skylinewebcams.com;https://www.skylinewebcams.com;1
https://www.visitberlin.de;https://www.visitberlin.de;1
https://vmsf.org;https://vmsf.org;1
https://delessencedansmesveines.com;https://delessencedansmesveines.com;1
http://www.filmdeculte.com;http://www.filmdeculte.com;1
https://vodkaster.telerama.fr;https://vodkaster.telerama.fr;1
https://www.primevideo.com;https://www.primevideo.com;1
https://www.dafont.com;https://www.dafont.com;1
https://www.monotype.com;https://www.monotype.com;1
https://www.sixnationsrugby.com;https://www.sixnationsrugby.com;1
https://mecaretrosport76.fr;https://mecaretrosport76.fr;1
https://newsdanciennes.com;https://newsdanciennes.com;1
https://www.hypnoweb.net;https://www.hypnoweb.net;1
https://lecoindescritiquescine.com;https://lecoindescritiquescine.com;1
https://www.notrecinema.com;https://www.notrecinema.com;1
https://www.freixenet.com;https://www.freixenet.com;1
https://www.doitinparis.com;https://www.doitinparis.com;1
https://associationheritages.com;https://associationheritages.com;1
https://heritages.cyu.fr;https://heritages.cyu.fr;1
https://www.44cats.tv;https://www.44cats.tv;1
https://www.joueclub.fr;https://www.joueclub.fr;1
https://memoiresmplille.wordpress.com;https://memoiresmplille.wordpress.com;1
https://americars-strasbourg.com;https://americars-strasbourg.com;1
https://www.betaseries.com;https://www.betaseries.com;1
https://www.snda.fr;https://www.snda.fr;1
https://www.histoire-de-mots.fr;https://www.histoire-de-mots.fr;1
https://oliviervinuesa.wixsite.com;https://oliviervinuesa.wixsite.com;1
https://bouquinerie-histoiresdemots.fr;https://bouquinerie-histoiresdemots.fr;1
https://www.icem-pedagogie-freinet.org;https://www.icem-pedagogie-freinet.org;1
https://www.grevisse.fr;https://www.grevisse.fr;1
http://www.pemf.fr;http://www.pemf.fr;1
http://www.allodoublage.com;http://www.allodoublage.com;1
https://kifim.ouest-france.fr;https://kifim.ouest-france.fr;1
https://www.selection.ca;https://www.selection.ca;1
https://asterix.com;https://asterix.com;1
https://hawaii.hypnoweb.net;https://hawaii.hypnoweb.net;1
https://actuanews.fr;https://actuanews.fr;1
https://similaires.com;https://similaires.com;1
https://www.telereplay.fr;https://www.telereplay.fr;1
https://www.mesopinions.com;https://www.mesopinions.com;1
https://www.la-boutique-des-lutins.fr;https://www.la-boutique-des-lutins.fr;1
https://m.imdb.com;https://m.imdb.com;1
https://www1.papadustream.cc;https://www1.papadustream.cc;1
https://www.bibliothequerose.com;https://www.bibliothequerose.com;1
https://www.piscines-hdp.com;https://www.piscines-hdp.com;1
https://www.cc-veron.fr;https://www.cc-veron.fr;1
https://boutique.ladn.eu;https://boutique.ladn.eu;1
https://olympics.com;https://olympics.com;1
https://cnosf.franceolympique.com;https://cnosf.franceolympique.com;1
https://www.ledevoir.com;https://www.ledevoir.com;1
https://www.hrw.org;https://www.hrw.org;1
https://lcp.fr;https://lcp.fr;1
https://wikimonde.com;https://wikimonde.com;1
https://www.les-docus.com;https://www.les-docus.com;1
https://wwws.xeniusconsulting.com;https://wwws.xeniusconsulting.com;1
https://shop.agrosystem.fr;https://shop.agrosystem.fr;1
https://www.m6videobank.com;https://www.m6videobank.com;1
https://budgestudios.com;https://budgestudios.com;1
https://www.tiji.fr;https://www.tiji.fr;1
https://blog.autourdeminuit.com;https://blog.autourdeminuit.com;1
http://engagezvous.com;http://engagezvous.com;1
https://editionsdelaube.fr;https://editionsdelaube.fr;1
https://fr.finalfantasyxiv.com;https://fr.finalfantasyxiv.com;1
https://www.caverne-des-jouets.com;https://www.caverne-des-jouets.com;1
https://www.bakugan-boutique.com;https://www.bakugan-boutique.com;1
https://defis-declics.org;https://defis-declics.org;1
https://www.cerclefser.org;https://www.cerclefser.org;1
https://cler.org;https://cler.org;1
https://www.apc-paris.com;https://www.apc-paris.com;1
https://declics-numeriques.com;https://declics-numeriques.com;1
https://www.pole-emploi.fr;https://www.pole-emploi.fr;1
https://www.alec-lyon.org;https://www.alec-lyon.org;1
https://mediatoon-distribution.com;https://mediatoon-distribution.com;1
https://www.bdtheque.com;https://www.bdtheque.com;1
https://www.police-nationale.interieur.gouv.fr;https://www.police-nationale.interieur.gouv.fr;1
https://www.mikrosanimation.com;https://www.mikrosanimation.com;1
https://www.paris.fr;https://www.paris.fr;1
https://www.noovo.ca;https://www.noovo.ca;1
https://www.coutot-roehrig.com;https://www.coutot-roehrig.com;1
https://www.m-habitat.fr;https://www.m-habitat.fr;1
https://www.rfgenealogie.com;https://www.rfgenealogie.com;1
https://www.droit-patrimoine.fr;https://www.droit-patrimoine.fr;1
https://www.lepetitjuriste.fr;https://www.lepetitjuriste.fr;1
https://m.facebook.com;https://m.facebook.com;1
https://www.dvdfr.com;https://www.dvdfr.com;1
https://www.cinetrafic.fr;https://www.cinetrafic.fr;1
https://scriiipt.com;https://scriiipt.com;1
https://unenounoudenfer.fr;https://unenounoudenfer.fr;1
https://entreprendre.service-public.fr;https://entreprendre.service-public.fr;1
https://www.ornikar.com;https://www.ornikar.com;1
https://www.securite-routiere.gouv.fr;https://www.securite-routiere.gouv.fr;1
https://www.demarches.interieur.gouv.fr;https://www.demarches.interieur.gouv.fr;1
https://www.franceroutes.fr;https://www.franceroutes.fr;1
https://www.brangeon.fr;https://www.brangeon.fr;1
https://www.rageot.fr;https://www.rageot.fr;1
https://www.fondationshoah.org;https://www.fondationshoah.org;1
https://my.weezevent.com;https://my.weezevent.com;1
https://www.sortiraparis.com;https://www.sortiraparis.com;1
https://www.concertandco.com;https://www.concertandco.com;1
https://www.fredericlenoir.com;https://www.fredericlenoir.com;1
http://lescheminsdusacre.com;http://lescheminsdusacre.com;1
https://www.editions-observatoire.com;https://www.editions-observatoire.com;1
https://www.gibert.com;https://www.gibert.com;1
https://www.tfo.org;https://www.tfo.org;1
https://www.albin-michel.fr;https://www.albin-michel.fr;1
https://www.petitmalabar.tv;https://www.petitmalabar.tv;1
https://primabord.eduscol.education.fr;https://primabord.eduscol.education.fr;1
https://www.routard.com;https://www.routard.com;1
https://www.orepeditions.com;https://www.orepeditions.com;1
https://www.theatreonline.com;https://www.theatreonline.com;1
https://bigfoot-production.com;https://bigfoot-production.com;1
https://www.usineadesign.com;https://www.usineadesign.com;1
https://www.entreprisesdupaysage.org;https://www.entreprisesdupaysage.org;1
https://ushuaiatv.fr;https://ushuaiatv.fr;1
https://www.superights.net;https://www.superights.net;1
https://www.superprodanimation.net;https://www.superprodanimation.net;1
https://unite-sans-frontieres.fandom.com;https://unite-sans-frontieres.fandom.com;1
https://www.peuple-animal.com;https://www.peuple-animal.com;1
https://imctoys.com;https://imctoys.com;1
https://www.maxitoys.lu;https://www.maxitoys.lu;1
https://www.unificationfrance.com;https://www.unificationfrance.com;1
https://www.deezer.com;https://www.deezer.com;1
https://bob-leponge.fandom.com;https://bob-leponge.fandom.com;1
https://fr.legit.ng;https://fr.legit.ng;1
https://www.themoviedb.org;https://www.themoviedb.org;1
https://www.boingtv.fr;https://www.boingtv.fr;1
https://ashpublications.org;https://ashpublications.org;1
https://shahid.mbc.net;https://shahid.mbc.net;1
https://topchef.fandom.com;https://topchef.fandom.com;1
https://store.steampowered.com;https://store.steampowered.com;1
https://lcdtech.info;https://lcdtech.info;1
https://www.ecransdumonde.com;https://www.ecransdumonde.com;1
https://www.gad-distribution.com;https://www.gad-distribution.com;1
https://www.ligue2.fr;https://www.ligue2.fr;1
https://www.foot-direct.com;https://www.foot-direct.com;1
https://www.protestants.org;https://www.protestants.org;1
https://museeprotestant.org;https://museeprotestant.org;1
https://www.euro-chalet.fr;https://www.euro-chalet.fr;1
https://maestrochalet.fr;https://maestrochalet.fr;1
https://www.chalets-dufour.com;https://www.chalets-dufour.com;1
https://www.citizenkid.com;https://www.citizenkid.com;1
https://www.rizzolicucine.it;https://www.rizzolicucine.it;1
https://www.rizzoliusa.com;https://www.rizzoliusa.com;1
https://www.eyrolles.com;https://www.eyrolles.com;1
https://librairie.artcurial.com;https://librairie.artcurial.com;1
https://www.exoticca.com;https://www.exoticca.com;1
https://actualites-decalees.autojournal.fr;https://actualites-decalees.autojournal.fr;1
https://www.vroomly.com;https://www.vroomly.com;1
https://voyage.pureevasion.com;https://voyage.pureevasion.com;1
https://www.rtbf.be;https://www.rtbf.be;1
https://ziglang.org;https://ziglang.org;1
https://1mot.net;https://1mot.net;1
https://www.disneyphile.fr;https://www.disneyphile.fr;1
https://www.folimage.fr;https://www.folimage.fr;1
https://www.ombres-blanches.fr;https://www.ombres-blanches.fr;1
https://halldulivre.com;https://halldulivre.com;1
https://www.pave.fr;https://www.pave.fr;1
http://www.yetili.fr;http://www.yetili.fr;1
https://www.simon-tv.com;https://www.simon-tv.com;1
https://tonies.com;https://tonies.com;1
https://www.pairidaiza.eu;https://www.pairidaiza.eu;1
https://xxl-factory.com;https://xxl-factory.com;1
https://fly.fr;https://fly.fr;1
https://rubypayeur.com;https://rubypayeur.com;1
https://www.history.com;https://www.history.com;1
https://plus.wikimonde.com;https://plus.wikimonde.com;1
https://www.diffazur.fr;https://www.diffazur.fr;1
https://www.piscinespa.com;https://www.piscinespa.com;1
https://mapiscinedereve.fr;https://mapiscinedereve.fr;1
https://www.gralon.net;https://www.gralon.net;1
https://benshi.fr;https://benshi.fr;1
https://dcsuperherogirls.fandom.com;https://dcsuperherogirls.fandom.com;1
https://www.groupechopard.com;https://www.groupechopard.com;1
https://www.secretsdhistoire.tv;https://www.secretsdhistoire.tv;1
https://store.uni-medias.com;https://store.uni-medias.com;1
https://www.viapresse.com;https://www.viapresse.com;1
https://unimediaskiosk.milibris.com;https://unimediaskiosk.milibris.com;1
https://homemedia.fr;https://homemedia.fr;1
https://francetvstudio.fr;https://francetvstudio.fr;1
https://www.programme-tv.com;https://www.programme-tv.com;1
https://www.office-tourisme-usa.com;https://www.office-tourisme-usa.com;1
https://www.voyageursdumonde.fr;https://www.voyageursdumonde.fr;1
https://pro.m6.fr;https://pro.m6.fr;1
https://www.gaumont.fr;https://www.gaumont.fr;1
https://www.avenuedelabrique.com;https://www.avenuedelabrique.com;1
https://www.hothbricks.com;https://www.hothbricks.com;1
https://www.coleka.com;https://www.coleka.com;1
https://ninjago.fandom.com;https://ninjago.fandom.com;1
https://brickset.com;https://brickset.com;1
https://www.hellobricks.com;https://www.hellobricks.com;1
https://www.mondotv-france.com;https://www.mondotv-france.com;1
https://bayam.tv;https://bayam.tv;1
https://www.cezamemusic.com;https://www.cezamemusic.com;1
https://www.la-spa.fr;https://www.la-spa.fr;1
https://mapstr.com;https://mapstr.com;1
https://marguerite.mediatheques.fr;https://marguerite.mediatheques.fr;1
https://docs.quad.fr;https://docs.quad.fr;1
https://tf1pro.com;https://tf1pro.com;1
https://www.culturecheznous.gouv.fr;https://www.culturecheznous.gouv.fr;1
https://www.cned.fr;https://www.cned.fr;1
https://industriemagnifique.com;https://industriemagnifique.com;1
https://chansondufilm.com;https://chansondufilm.com;1
https://www.goutemesdisques.com;https://www.goutemesdisques.com;1
https://ceed-diabete.org;https://ceed-diabete.org;1
http://blog.ac-versailles.fr;http://blog.ac-versailles.fr;1
http://www.ec-dossenheim-zinsel.site.ac-strasbourg.fr;http://www.ec-dossenheim-zinsel.site.ac-strasbourg.fr;1
https://profsdocs.mlfmonde.org;https://profsdocs.mlfmonde.org;1
https://www.careco41.fr;https://www.careco41.fr;1
https://gievresauto.com;https://gievresauto.com;1
https://www.tivi5mondeplus.com;https://www.tivi5mondeplus.com;1
https://www.antennereunion.fr;https://www.antennereunion.fr;1
https://www.agatfilms-exnihilo.com;https://www.agatfilms-exnihilo.com;1
http://www.film-documentaire.fr;http://www.film-documentaire.fr;1
https://marcthiercelin.com;https://marcthiercelin.com;1
https://podcast.ausha.co;https://podcast.ausha.co;1
https://www.zed.fr;https://www.zed.fr;1
https://heros.fandom.com;https://heros.fandom.com;1
https://squat.telequebec.tv;https://squat.telequebec.tv;1
https://actu.orange.fr;https://actu.orange.fr;1
https://tv.lejsl-presse.fr;https://tv.lejsl-presse.fr;1
https://histoire.fr;https://histoire.fr;1
https://www.micromania.fr;https://www.micromania.fr;1
https://beta.ataa.fr;https://beta.ataa.fr;1
https://www.memento-productions.com;https://www.memento-productions.com;1
https://moisdudoc.com;https://moisdudoc.com;1
https://prologue-alca.fr;https://prologue-alca.fr;1
https://www.chateauversailles.fr;https://www.chateauversailles.fr;1
https://histoireparlesfemmes.com;https://histoireparlesfemmes.com;1
https://photo.geo.fr;https://photo.geo.fr;1
